#{"t_start": 1607029383.054191, "env_id": null}
r,l,t
1.071429,4,4288.524349
1.095238,5,4288.550904
1.095238,5,4288.575533
1.119048,6,4288.607188
1.119048,6,4288.638196
1.095238,5,4288.664665
1.119048,6,4288.695322
1.142857,7,4288.730012
1.119048,6,4288.760353
1.095238,5,4288.785322
1.142857,7,4289.076341
1.095238,5,4289.101706
1.238095,11,4289.157402
1.071429,4,4289.179107
1.071429,4,4289.199276
1.071429,4,4289.220643
1.142857,7,4289.258563
1.119048,6,4289.289567
1.142857,7,4289.323965
1.071429,4,4289.344429
1.071429,4,4289.364842
1.142857,7,4289.400068
1.071429,4,4289.421996
1.071429,4,4289.443316
1.071429,4,4289.463433
1.071429,4,4289.484049
1.071429,4,4289.505133
1.071429,4,4289.526843
1.071429,4,4289.548035
1.166667,8,4289.586573
-0.857143,7,4289.622702
1.166667,8,4289.661537
1.119048,6,4289.690459
1.095238,5,4289.714942
1.166667,8,4289.754704
1.071429,4,4289.774466
1.119048,6,4289.805161
1.142857,7,4289.839677
1.095238,5,4289.863997
1.071429,4,4289.883018
1.071429,4,4289.90328
1.071429,4,4289.923839
1.119048,6,4289.9538
-0.857143,7,4289.989055
1.071429,4,4290.009043
1.071429,4,4290.029761
1.071429,4,4290.049056
1.095238,5,4290.074075
1.095238,5,4290.102532
1.095238,5,4290.129112
1.261905,12,4290.186364
1.095238,5,4290.212118
1.166667,8,4290.252159
1.119048,6,4290.281106
1.071429,4,4290.3027
1.142857,7,4290.336902
1.119048,6,4290.608086
1.071429,4,4290.630369
1.071429,4,4290.651575
1.071429,4,4290.672216
1.071429,4,4290.693416
1.071429,4,4290.714045
1.071429,4,4290.73418
1.119048,6,4290.765676
1.071429,4,4290.786599
1.095238,5,4290.813
1.095238,5,4290.838135
1.071429,4,4290.859186
1.071429,4,4290.880823
1.071429,4,4290.901259
-0.761905,11,4290.956583
1.214286,10,4291.006211
1.142857,7,4291.040964
-0.833333,8,4291.081906
1.119048,6,4291.117804
1.095238,5,4291.143204
1.095238,5,4291.167244
1.071429,4,4291.187614
1.095238,5,4291.213014
1.095238,5,4291.236929
1.119048,6,4291.265253
1.166667,8,4291.303961
1.142857,7,4291.33776
1.071429,4,4291.358366
1.119048,6,4291.38853
1.119048,6,4291.4183
1.119048,6,4291.448314
1.071429,4,4291.469277
1.119048,6,4291.499027
1.071429,4,4291.518136
1.142857,7,4291.550804
1.095238,5,4291.574156
-0.904762,5,4291.601843
1.071429,4,4291.624646
1.071429,4,4291.645267
1.071429,4,4291.665943
1.142857,7,4291.697214
1.071429,4,4291.717761
1.095238,5,4291.742611
1.071429,4,4291.762861
1.095238,5,4291.788042
1.190476,9,4291.830933
1.095238,5,4291.854627
1.071429,4,4291.874932
1.071429,4,4292.144663
1.071429,4,4292.164594
1.071429,4,4292.185082
1.071429,4,4292.205411
1.071429,4,4292.225854
1.071429,4,4292.246399
1.071429,4,4292.266284
1.238095,11,4292.316363
1.166667,8,4292.354533
1.071429,4,4292.375719
-0.904762,5,4292.401241
1.071429,4,4292.421438
1.071429,4,4292.442178
1.190476,9,4292.487419
1.071429,4,4292.507572
1.071429,4,4292.528426
1.190476,9,4292.570729
1.071429,4,4292.591291
1.166667,8,4292.630509
1.261905,12,4292.686469
1.142857,7,4292.721277
1.095238,5,4292.7475
1.071429,4,4292.768727
1.071429,4,4292.788547
1.071429,4,4292.808319
1.119048,6,4292.838325
1.071429,4,4292.85898
1.119048,6,4292.888624
1.095238,5,4292.913395
1.095238,5,4292.938019
1.071429,4,4292.959112
1.095238,5,4292.983896
1.166667,8,4293.022864
1.119048,6,4293.05217
1.119048,6,4293.081618
-0.785714,10,4293.134093
1.071429,4,4293.155485
1.071429,4,4293.17538
-0.857143,7,4293.211164
1.071429,4,4293.233168
1.095238,5,4293.259467
1.071429,4,4293.281796
1.095238,5,4293.308623
1.071429,4,4293.329462
1.119048,6,4293.361184
1.166667,8,4293.400912
1.071429,4,4293.671135
1.071429,4,4293.692859
1.166667,8,4293.733304
1.095238,5,4293.759081
1.071429,4,4293.779325
1.071429,4,4293.800771
1.071429,4,4293.820899
1.142857,7,4293.854187
1.095238,5,4293.880118
1.095238,5,4293.904838
1.119048,6,4293.934543
1.095238,5,4293.958907
1.071429,4,4293.978932
1.142857,7,4294.011513
1.071429,4,4294.032905
1.142857,7,4294.065109
1.095238,5,4294.090149
1.119048,6,4294.119832
1.071429,4,4294.141162
1.142857,7,4294.175831
1.119048,6,4294.211559
1.071429,4,4294.231835
1.119048,6,4294.262091
1.071429,4,4294.281645
1.119048,6,4294.310581
1.095238,5,4294.334117
1.071429,4,4294.354296
1.119048,6,4294.383801
1.095238,5,4294.408088
1.071429,4,4294.428051
1.142857,7,4294.461137
1.071429,4,4294.480921
1.095238,5,4294.50478
1.142857,7,4294.535433
1.119048,6,4294.563482
1.238095,11,4294.613608
1.142857,7,4294.646487
1.071429,4,4294.667569
1.071429,4,4294.687677
1.142857,7,4294.721707
1.095238,5,4294.746517
1.095238,5,4294.770352
1.142857,7,4294.805248
1.095238,5,4294.830459
1.071429,4,4294.850568
1.119048,6,4294.879311
1.095238,5,4294.904002
1.071429,4,4294.925128
1.071429,4,4295.186242
1.142857,7,4295.219305
1.142857,7,4295.251988
1.142857,7,4295.285374
1.190476,9,4295.32641
1.071429,4,4295.346291
1.095238,5,4295.372583
1.142857,7,4295.406574
1.071429,4,4295.42673
1.095238,5,4295.451725
1.119048,6,4295.480261
1.071429,4,4295.500401
1.119048,6,4295.530287
1.071429,4,4295.551661
1.166667,8,4295.591947
1.071429,4,4295.613478
1.119048,6,4295.644191
1.071429,4,4295.664522
1.166667,8,4295.704377
1.071429,4,4295.724313
1.071429,4,4295.745725
1.095238,5,4295.771704
1.142857,7,4295.805261
1.119048,6,4295.834172
1.119048,6,4295.863159
1.166667,8,4295.901012
1.095238,5,4295.925602
1.071429,4,4295.945789
1.071429,4,4295.966717
1.261905,12,4296.022869
1.142857,7,4296.055785
1.190476,9,4296.09903
1.071429,4,4296.119491
1.166667,8,4296.157475
1.071429,4,4296.177557
1.166667,8,4296.216208
1.071429,4,4296.236641
1.142857,7,4296.269109
1.119048,6,4296.297149
1.142857,7,4296.329503
1.071429,4,4296.348511
1.119048,6,4296.377944
1.119048,6,4296.407685
1.071429,4,4296.659054
1.119048,6,4296.687756
1.071429,4,4296.708806
1.119048,6,4296.737038
1.071429,4,4296.758333
1.119048,6,4296.788328
1.071429,4,4296.808867
1.095238,5,4296.833267
1.071429,4,4296.853043
-0.904762,5,4296.879516
1.095238,5,4296.904953
1.095238,5,4296.930385
1.142857,7,4296.9652
1.071429,4,4296.985042
1.095238,5,4297.010819
1.119048,6,4297.0412
1.095238,5,4297.06662
1.071429,4,4297.088036
1.071429,4,4297.109191
1.119048,6,4297.138478
1.095238,5,4297.1633
1.119048,6,4297.195717
1.071429,4,4297.216923
1.119048,6,4297.247024
1.142857,7,4297.281452
1.166667,8,4297.31953
1.214286,10,4297.36708
1.095238,5,4297.391006
1.095238,5,4297.416959
1.095238,5,4297.441401
1.071429,4,4297.461741
1.166667,8,4297.499777
1.166667,8,4297.537184
1.119048,6,4297.566492
-0.857143,7,4297.600764
1.071429,4,4297.622276
1.142857,7,4297.658041
1.071429,4,4297.678856
1.071429,4,4297.699209
1.142857,7,4297.733871
1.166667,8,4297.772226
1.142857,7,4297.806477
1.071429,4,4297.827582
1.071429,4,4297.849265
1.119048,6,4297.879212
1.071429,4,4297.901608
1.095238,5,4297.927108
1.095238,5,4298.201857
1.095238,5,4298.227254
1.071429,4,4298.248115
1.142857,7,4298.281451
1.071429,4,4298.301951
1.214286,10,4298.347451
1.214286,10,4298.393311
1.095238,5,4298.41655
1.071429,4,4298.436332
-9.785714,10,4298.48107
1.095238,5,4298.504977
1.190476,9,4298.54392
1.119048,6,4298.571547
1.119048,6,4298.599741
1.071429,4,4298.620043
1.166667,8,4298.656678
1.071429,4,4298.67508
1.119048,6,4298.70435
1.095238,5,4298.728824
1.071429,4,4298.749727
1.095238,5,4298.775366
1.095238,5,4298.799427
1.285714,13,4298.858215
1.119048,6,4298.887069
1.071429,4,4298.907666
1.095238,5,4298.932265
1.095238,5,4298.956346
1.119048,6,4298.984965
-9.666667,15,4299.05374
1.142857,7,4299.089961
1.119048,6,4299.120057
1.095238,5,4299.144592
1.214286,10,4299.192745
1.190476,9,4299.238498
1.071429,4,4299.25983
1.071429,4,4299.280362
1.119048,6,4299.31125
1.119048,6,4299.34029
1.071429,4,4299.362113
1.119048,6,4299.3915
1.238095,11,4299.68907
1.095238,5,4299.713145
1.142857,7,4299.746891
1.142857,7,4299.783014
1.166667,8,4299.820101
1.071429,4,4299.840029
1.095238,5,4299.864044
1.190476,9,4299.90657
1.071429,4,4299.926445
-0.833333,8,4299.965896
1.071429,4,4299.984373
1.071429,4,4300.005038
1.190476,9,4300.048115
1.142857,7,4300.082027
1.095238,5,4300.107313
1.142857,7,4300.142736
1.071429,4,4300.162545
1.095238,5,4300.186445
1.119048,6,4300.216967
1.190476,9,4300.259361
-9.666667,15,4300.325925
1.071429,4,4300.34613
1.214286,10,4300.393955
1.071429,4,4300.415558
-0.809524,9,4300.460212
1.071429,4,4300.481602
1.071429,4,4300.502809
1.071429,4,4300.523284
1.119048,6,4300.55245
1.119048,6,4300.582014
1.142857,7,4300.616711
1.071429,4,4300.639461
1.095238,5,4300.665318
1.095238,5,4300.691137
1.095238,5,4300.715858
1.142857,7,4300.749696
1.071429,4,4300.770255
1.071429,4,4300.790842
1.119048,6,4300.820035
1.142857,7,4300.856063
1.166667,8,4300.89646
1.071429,4,4300.917359
1.071429,4,4301.181048
-0.761905,11,4301.237923
1.095238,5,4301.262544
1.166667,8,4301.298311
1.071429,4,4301.317595
1.071429,4,4301.337677
1.142857,7,4301.371286
1.166667,8,4301.409583
1.119048,6,4301.438108
1.119048,6,4301.465746
1.119048,6,4301.495947
1.214286,10,4301.543203
1.119048,6,4301.577786
1.238095,11,4301.631394
1.119048,6,4301.662112
1.119048,6,4301.693104
1.238095,11,4301.745968
1.071429,4,4301.766523
1.214286,10,4301.812294
1.119048,6,4301.840045
1.095238,5,4301.86386
1.119048,6,4301.892371
1.119048,6,4301.920718
1.071429,4,4301.940899
1.095238,5,4301.967005
1.166667,8,4302.005064
1.071429,4,4302.025796
1.095238,5,4302.051193
1.071429,4,4302.071086
1.214286,10,4302.118172
1.071429,4,4302.138195
1.214286,10,4302.183027
-0.857143,7,4302.217104
1.095238,5,4302.245699
1.119048,6,4302.274755
1.119048,6,4302.303904
1.071429,4,4302.323539
-0.809524,9,4302.367505
1.095238,5,4302.392632
1.166667,8,4302.670135
1.166667,8,4302.707742
1.095238,5,4302.732823
1.071429,4,4302.752671
1.285714,13,4302.814528
1.071429,4,4302.83484
1.119048,6,4302.865642
1.071429,4,4302.886609
1.166667,8,4302.92629
-0.880952,6,4302.95928
1.071429,4,4302.979568
1.119048,6,4303.008479
1.071429,4,4303.028695
1.071429,4,4303.049855
1.095238,5,4303.075111
1.071429,4,4303.09577
1.095238,5,4303.12056
1.261905,12,4303.176373
1.095238,5,4303.202285
1.071429,4,4303.223038
-0.857143,7,4303.262942
1.071429,4,4303.283165
1.095238,5,4303.308306
1.071429,4,4303.328664
1.166667,8,4303.36691
1.095238,5,4303.39181
-0.833333,8,4303.431933
-9.738095,12,4303.48874
1.119048,6,4303.51954
1.095238,5,4303.545163
1.166667,8,4303.585924
1.071429,4,4303.606619
1.071429,4,4303.627241
1.071429,4,4303.648349
1.119048,6,4303.675825
1.095238,5,4303.700715
1.095238,5,4303.725805
1.095238,5,4303.749066
1.071429,4,4303.769217
1.142857,7,4303.804945
1.285714,13,4303.867488
1.142857,7,4303.900386
1.142857,7,4303.934381
1.142857,7,4304.212806
1.071429,4,4304.233967
1.071429,4,4304.256377
1.071429,4,4304.278418
1.095238,5,4304.303646
1.095238,5,4304.327228
1.071429,4,4304.347684
1.190476,9,4304.389517
1.071429,4,4304.4092
1.095238,5,4304.435611
1.071429,4,4304.457245
1.166667,8,4304.4968
1.166667,8,4304.53582
1.190476,9,4304.580581
-0.690476,14,4304.650952
1.071429,4,4304.672856
1.071429,4,4304.693629
1.119048,6,4304.726993
1.166667,8,4304.767318
1.095238,5,4304.793408
1.214286,10,4304.839176
1.095238,5,4304.862077
1.142857,7,4304.89414
1.071429,4,4304.913744
1.071429,4,4304.934361
1.071429,4,4304.954402
1.071429,4,4304.974896
1.238095,11,4305.028508
1.071429,4,4305.050008
1.071429,4,4305.071345
1.071429,4,4305.091501
1.095238,5,4305.118511
1.071429,4,4305.139151
1.119048,6,4305.169237
1.166667,8,4305.20985
1.095238,5,4305.234442
1.119048,6,4305.266922
1.119048,6,4305.301497
1.071429,4,4305.322073
1.071429,4,4305.342912
1.071429,4,4305.364161
1.119048,6,4305.396466
1.142857,7,4305.434242
1.142857,7,4305.470938
1.071429,4,4305.738072
1.071429,4,4305.76042
1.095238,5,4305.785893
1.071429,4,4305.807148
1.071429,4,4305.830163
1.142857,7,4305.865761
1.119048,6,4305.894427
1.095238,5,4305.920947
1.142857,7,4305.956395
1.095238,5,4305.984291
1.071429,4,4306.006861
1.095238,5,4306.034926
1.095238,5,4306.062954
1.119048,6,4306.096237
1.214286,10,4306.145227
1.071429,4,4306.166872
1.190476,9,4306.211462
1.071429,4,4306.232352
1.071429,4,4306.254766
1.071429,4,4306.278132
1.119048,6,4306.310399
1.071429,4,4306.331492
1.119048,6,4306.360127
1.095238,5,4306.384446
1.071429,4,4306.405388
1.071429,4,4306.425496
1.071429,4,4306.445673
1.071429,4,4306.465698
1.071429,4,4306.484662
-0.785714,10,4306.533249
1.095238,5,4306.558439
1.071429,4,4306.580332
1.071429,4,4306.601227
1.071429,4,4306.621467
1.095238,5,4306.647801
1.095238,5,4306.673617
1.142857,7,4306.706575
1.071429,4,4306.727141
1.166667,8,4306.765321
1.071429,4,4306.786045
1.119048,6,4306.817885
1.166667,8,4306.856222
1.119048,6,4306.885393
1.095238,5,4306.911783
1.071429,4,4306.932917
1.071429,4,4306.953162
1.071429,4,4306.974372
1.071429,4,4306.995178
1.238095,11,4307.293103
1.142857,7,4307.32754
1.071429,4,4307.348532
1.071429,4,4307.36933
1.071429,4,4307.388306
1.119048,6,4307.417783
1.071429,4,4307.438488
1.166667,8,4307.476699
1.142857,7,4307.511659
1.095238,5,4307.53812
1.095238,5,4307.563286
1.119048,6,4307.591725
1.071429,4,4307.611912
1.095238,5,4307.638321
1.095238,5,4307.663204
1.142857,7,4307.696873
1.071429,4,4307.717477
1.071429,4,4307.737985
1.071429,4,4307.759103
1.142857,7,4307.792397
1.071429,4,4307.812838
1.095238,5,4307.838028
-0.904762,5,4307.863532
1.071429,4,4307.884207
1.071429,4,4307.905035
1.119048,6,4307.934285
1.095238,5,4307.959707
1.238095,11,4308.013508
1.166667,8,4308.051474
1.071429,4,4308.071003
1.071429,4,4308.090677
1.095238,5,4308.11521
1.119048,6,4308.143545
1.214286,10,4308.190533
1.071429,4,4308.211223
1.142857,7,4308.243721
1.071429,4,4308.263902
1.071429,4,4308.283618
1.142857,7,4308.319224
1.261905,12,4308.375867
1.190476,9,4308.417647
1.071429,4,4308.438495
1.119048,6,4308.46808
1.214286,10,4308.514897
1.071429,4,4308.535743
1.142857,7,4308.831965
1.071429,4,4308.851648
1.071429,4,4308.87199
1.142857,7,4308.903647
1.071429,4,4308.924395
1.166667,8,4308.961777
1.214286,10,4309.008219
1.095238,5,4309.032775
1.071429,4,4309.052759
1.071429,4,4309.072598
1.095238,5,4309.0966
1.071429,4,4309.116484
-0.904762,5,4309.142138
1.119048,6,4309.1699
1.095238,5,4309.193898
1.071429,4,4309.213953
-9.690476,14,4309.275643
1.071429,4,4309.295452
1.095238,5,4309.322699
1.166667,8,4309.362772
1.095238,5,4309.388001
1.071429,4,4309.408432
1.071429,4,4309.431007
1.071429,4,4309.451984
1.166667,8,4309.491943
1.142857,7,4309.526361
-9.690476,14,4309.593588
1.071429,4,4309.61548
1.071429,4,4309.637278
1.095238,5,4309.663512
1.095238,5,4309.688502
1.166667,8,4309.727128
1.214286,10,4309.774861
-0.714286,13,4309.837766
1.071429,4,4309.857658
1.119048,6,4309.886546
1.095238,5,4309.912649
1.119048,6,4309.942335
1.071429,4,4309.962006
1.190476,9,4310.003699
1.119048,6,4310.032497
1.095238,5,4310.056797
1.119048,6,4310.328237
1.071429,4,4310.349086
1.119048,6,4310.378683
1.119048,6,4310.407827
1.071429,4,4310.42869
1.071429,4,4310.449611
1.071429,4,4310.470165
1.095238,5,4310.494569
1.119048,6,4310.523658
1.071429,4,4310.543673
1.119048,6,4310.572495
1.119048,6,4310.601395
1.095238,5,4310.626256
1.095238,5,4310.650818
1.071429,4,4310.670635
1.119048,6,4310.699294
1.166667,8,4310.73734
1.095238,5,4310.762923
1.119048,6,4310.790764
1.071429,4,4310.810756
1.071429,4,4310.831162
1.119048,6,4310.858023
1.119048,6,4310.886858
1.071429,4,4310.906636
1.071429,4,4310.926028
-0.809524,9,4310.969764
1.071429,4,4310.99057
1.071429,4,4311.009528
1.071429,4,4311.02917
1.071429,4,4311.049111
1.071429,4,4311.068674
1.071429,4,4311.088183
1.142857,7,4311.121127
1.142857,7,4311.154356
1.166667,8,4311.191246
1.071429,4,4311.211479
-0.785714,10,4311.258001
1.190476,9,4311.299656
1.166667,8,4311.338028
1.071429,4,4311.35819
1.095238,5,4311.382687
1.166667,8,4311.421016
1.119048,6,4311.45118
1.071429,4,4311.470976
1.071429,4,4311.491203
1.071429,4,4311.511088
1.071429,4,4311.530445
1.119048,6,4311.814092
1.095238,5,4311.837757
1.095238,5,4311.862833
1.095238,5,4311.886911
1.095238,5,4311.9124
1.071429,4,4311.932427
1.071429,4,4311.952029
1.142857,7,4311.984895
1.119048,6,4312.013241
1.095238,5,4312.038827
1.071429,4,4312.06017
-0.880952,6,4312.090203
1.190476,9,4312.134163
-0.857143,7,4312.169871
1.095238,5,4312.194987
1.095238,5,4312.220695
1.071429,4,4312.241761
1.119048,6,4312.271327
-9.738095,12,4312.328359
1.166667,8,4312.371312
1.166667,8,4312.409983
1.071429,4,4312.430459
1.119048,6,4312.46016
1.071429,4,4312.480656
1.166667,8,4312.518554
1.095238,5,4312.543412
1.119048,6,4312.573539
1.071429,4,4312.593678
1.166667,8,4312.634847
1.142857,7,4312.67018
1.095238,5,4312.695263
1.071429,4,4312.716449
1.142857,7,4312.751811
1.119048,6,4312.783068
1.095238,5,4312.806977
1.095238,5,4312.832156
1.119048,6,4312.86283
1.119048,6,4312.893235
1.119048,6,4312.923637
1.095238,5,4312.949393
1.071429,4,4312.970182
1.071429,4,4312.99085
1.071429,4,4313.011395
1.071429,4,4313.032468
1.095238,5,4313.058517
1.071429,4,4313.078821
1.095238,5,4313.336122
1.071429,4,4313.35683
1.142857,7,4313.389816
1.071429,4,4313.410033
1.095238,5,4313.434852
1.095238,5,4313.459048
1.142857,7,4313.493043
1.142857,7,4313.526947
1.095238,5,4313.551374
1.119048,6,4313.580848
1.238095,11,4313.633721
1.071429,4,4313.655464
1.071429,4,4313.676493
1.071429,4,4313.697174
1.166667,8,4313.736779
1.095238,5,4313.763171
1.071429,4,4313.786332
-0.833333,8,4313.830316
1.119048,6,4313.859963
1.095238,5,4313.885462
1.071429,4,4313.906571
1.190476,9,4313.953444
1.119048,6,4313.982809
1.095238,5,4314.007185
1.095238,5,4314.032358
1.119048,6,4314.06313
1.071429,4,4314.083951
1.214286,10,4314.132453
1.071429,4,4314.152221
1.095238,5,4314.176867
1.071429,4,4314.198755
1.071429,4,4314.219911
1.119048,6,4314.249855
1.071429,4,4314.27052
1.071429,4,4314.290813
1.119048,6,4314.320005
1.166667,8,4314.355722
1.071429,4,4314.380724
1.071429,4,4314.401006
1.071429,4,4314.421832
1.071429,4,4314.442466
-9.738095,12,4314.497519
1.095238,5,4314.52342
-9.761905,11,4314.572941
1.190476,9,4314.85384
1.142857,7,4314.888646
-0.809524,9,4314.932848
1.095238,5,4314.958256
1.119048,6,4314.988358
1.142857,7,4315.024471
1.071429,4,4315.045925
1.214286,10,4315.092656
1.119048,6,4315.121899
1.071429,4,4315.142387
1.071429,4,4315.162381
1.071429,4,4315.182719
1.071429,4,4315.202498
1.142857,7,4315.235427
1.071429,4,4315.25609
1.119048,6,4315.284831
1.071429,4,4315.305021
1.095238,5,4315.329387
1.119048,6,4315.359123
1.095238,5,4315.385415
1.261905,12,4315.440192
1.119048,6,4315.468458
1.071429,4,4315.488061
1.095238,5,4315.511745
1.166667,8,4315.54911
1.071429,4,4315.571697
1.238095,11,4315.623075
1.071429,4,4315.644786
1.071429,4,4315.66409
1.071429,4,4315.684517
1.071429,4,4315.704931
1.095238,5,4315.729924
1.095238,5,4315.755565
1.071429,4,4315.775531
1.071429,4,4315.796287
1.142857,7,4315.831152
1.071429,4,4315.850994
1.071429,4,4315.871167
1.095238,5,4315.895521
1.214286,10,4315.941542
1.071429,4,4315.961698
1.071429,4,4315.981547
1.071429,4,4316.002581
1.071429,4,4316.022333
1.071429,4,4316.042958
1.071429,4,4316.062804
1.166667,8,4316.099894
1.071429,4,4316.362435
1.119048,6,4316.392546
1.095238,5,4316.416984
1.071429,4,4316.436867
1.214286,10,4316.483968
1.142857,7,4316.517709
1.071429,4,4316.538411
1.119048,6,4316.566395
1.166667,8,4316.605167
1.071429,4,4316.626757
1.142857,7,4316.660191
1.071429,4,4316.680898
1.095238,5,4316.706551
1.071429,4,4316.727056
1.095238,5,4316.752865
1.071429,4,4316.774161
1.095238,5,4316.799619
1.119048,6,4316.830087
1.119048,6,4316.860433
1.071429,4,4316.880482
1.119048,6,4316.911261
1.142857,7,4316.945469
1.071429,4,4316.965515
-0.857143,7,4317.000731
1.071429,4,4317.020657
1.142857,7,4317.054204
1.095238,5,4317.078403
1.071429,4,4317.099605
1.071429,4,4317.120608
1.071429,4,4317.142333
1.071429,4,4317.163493
1.095238,5,4317.19043
1.095238,5,4317.217206
1.214286,10,4317.264243
1.190476,9,4317.305566
1.142857,7,4317.340081
1.119048,6,4317.370012
1.119048,6,4317.399933
1.095238,5,4317.425335
1.119048,6,4317.454973
-0.833333,8,4317.496331
1.071429,4,4317.515832
1.190476,9,4317.557533
1.119048,6,4317.589693
1.119048,6,4317.61864
1.071429,4,4317.87758
1.119048,6,4317.907823
1.071429,4,4317.931139
1.071429,4,4317.951488
1.071429,4,4317.973766
1.119048,6,4318.003321
1.166667,8,4318.041528
1.166667,8,4318.079078
1.142857,7,4318.115072
1.071429,4,4318.136374
1.071429,4,4318.156638
1.190476,9,4318.198634
1.071429,4,4318.220313
1.071429,4,4318.240945
1.166667,8,4318.279022
1.119048,6,4318.308408
1.095238,5,4318.333336
1.071429,4,4318.354529
1.071429,4,4318.375689
1.071429,4,4318.395471
1.095238,5,4318.424834
1.071429,4,4318.446169
1.071429,4,4318.466733
-9.714286,13,4318.527298
1.119048,6,4318.558416
1.071429,4,4318.57817
1.071429,4,4318.598385
1.071429,4,4318.620108
1.071429,4,4318.64132
1.142857,7,4318.677536
1.071429,4,4318.700057
1.119048,6,4318.730736
1.142857,7,4318.765922
1.071429,4,4318.787297
1.071429,4,4318.807792
1.071429,4,4318.830065
1.071429,4,4318.85074
1.071429,4,4318.870937
1.142857,7,4318.904968
1.142857,7,4318.9403
1.119048,6,4318.972911
1.142857,7,4319.007012
1.095238,5,4319.032394
1.095238,5,4319.058023
1.095238,5,4319.084316
1.142857,7,4319.120946
1.095238,5,4319.147085
1.142857,7,4319.431208
1.071429,4,4319.453946
1.071429,4,4319.474778
1.095238,5,4319.499867
1.119048,6,4319.528972
1.190476,9,4319.571413
1.095238,5,4319.596579
1.071429,4,4319.616221
1.095238,5,4319.644391
1.095238,5,4319.669963
1.119048,6,4319.698341
1.071429,4,4319.71793
1.071429,4,4319.739092
1.071429,4,4319.760091
1.071429,4,4319.781203
1.119048,6,4319.810994
1.071429,4,4319.831536
1.071429,4,4319.853216
1.142857,7,4319.886693
1.095238,5,4319.912924
1.095238,5,4319.93853
1.071429,4,4319.958909
1.142857,7,4319.994469
1.166667,8,4320.032451
-0.833333,8,4320.073969
1.238095,11,4320.126127
1.095238,5,4320.149672
1.166667,8,4320.18858
1.119048,6,4320.216973
1.071429,4,4320.237934
1.142857,7,4320.27052
1.071429,4,4320.290564
1.166667,8,4320.326953
1.095238,5,4320.352266
1.071429,4,4320.372863
1.214286,10,4320.422526
1.071429,4,4320.44549
1.095238,5,4320.47057
1.071429,4,4320.490925
1.071429,4,4320.511092
1.071429,4,4320.532311
1.119048,6,4320.562321
1.071429,4,4320.584085
1.095238,5,4320.610128
1.095238,5,4320.636201
1.071429,4,4320.658211
1.071429,4,4320.678272
1.071429,4,4320.697544
1.119048,6,4320.963655
1.071429,4,4320.984257
1.214286,10,4321.030262
1.095238,5,4321.056069
1.071429,4,4321.075963
1.261905,12,4321.133853
1.071429,4,4321.155021
1.119048,6,4321.186246
1.095238,5,4321.210952
1.142857,7,4321.245411
1.119048,6,4321.273299
1.071429,4,4321.294281
1.142857,7,4321.326042
1.071429,4,4321.347438
1.214286,10,4321.396056
1.071429,4,4321.415489
1.071429,4,4321.436651
1.142857,7,4321.473036
1.166667,8,4321.509933
1.071429,4,4321.529911
1.119048,6,4321.557975
1.095238,5,4321.582773
1.119048,6,4321.613529
1.071429,4,4321.634537
1.071429,4,4321.656418
1.095238,5,4321.682134
1.095238,5,4321.707441
1.071429,4,4321.728356
1.119048,6,4321.758435
1.071429,4,4321.779683
1.095238,5,4321.804772
1.071429,4,4321.825641
1.071429,4,4321.845701
1.119048,6,4321.874853
1.142857,7,4321.908812
1.119048,6,4321.938378
1.071429,4,4321.958333
1.095238,5,4321.98322
1.071429,4,4322.005057
1.071429,4,4322.025665
1.071429,4,4322.046995
1.142857,7,4322.081531
1.071429,4,4322.102486
1.119048,6,4322.133631
1.119048,6,4322.163722
1.095238,5,4322.189233
1.071429,4,4322.209198
1.071429,4,4322.481581
1.071429,4,4322.504148
1.071429,4,4322.525141
1.119048,6,4322.557482
1.095238,5,4322.582759
1.071429,4,4322.605004
1.166667,8,4322.645125
1.095238,5,4322.670852
1.119048,6,4322.70232
1.119048,6,4322.732491
1.071429,4,4322.752321
1.095238,5,4322.777235
1.071429,4,4322.79765
1.119048,6,4322.826896
1.142857,7,4322.862119
1.190476,9,4322.905259
1.095238,5,4322.930123
-0.857143,7,4322.965504
1.095238,5,4322.9914
1.142857,7,4323.026274
1.071429,4,4323.047145
1.095238,5,4323.073305
1.071429,4,4323.094561
1.071429,4,4323.116607
1.095238,5,4323.142666
1.095238,5,4323.167032
1.071429,4,4323.187
1.119048,6,4323.215914
1.071429,4,4323.235832
1.071429,4,4323.256444
1.071429,4,4323.276978
1.071429,4,4323.297797
1.071429,4,4323.319219
1.166667,8,4323.36041
1.071429,4,4323.380621
1.071429,4,4323.400119
1.238095,11,4323.452382
1.071429,4,4323.473593
1.071429,4,4323.494008
1.238095,11,4323.543673
1.166667,8,4323.580839
1.071429,4,4323.60172
1.166667,8,4323.638545
1.071429,4,4323.659412
1.142857,7,4323.693929
1.071429,4,4323.714172
1.071429,4,4323.735244
1.119048,6,4324.009255
1.095238,5,4324.033489
1.071429,4,4324.054135
1.166667,8,4324.09306
1.119048,6,4324.122826
-0.857143,7,4324.160484
1.071429,4,4324.18133
1.071429,4,4324.203018
1.166667,8,4324.24647
1.214286,10,4324.300274
1.095238,5,4324.328181
1.071429,4,4324.350081
1.095238,5,4324.374254
1.119048,6,4324.402997
1.119048,6,4324.43126
1.071429,4,4324.451478
1.166667,8,4324.491983
1.095238,5,4324.51765
1.142857,7,4324.551734
1.071429,4,4324.571745
1.071429,4,4324.591814
1.071429,4,4324.611917
